Nombre,Habitantes,CodigoPostal,Provincia,Division,Pais
Villaldemiro,92,09441,Burgos,Castilla y León,España
Villalmanzo,409,09442,Burgos,Castilla y León,España
Villamayor de los Montes,157,09443,Burgos,Castilla y León,España
Villamayor de Treviño,59,09444,Burgos,Castilla y León,España
Villambistia,44,09445,Burgos,Castilla y León,España
Villamedianilla,9,09446,Burgos,Castilla y León,España
Villamiel de la Sierra,43,09447,Burgos,Castilla y León,España
Villangómez,229,09448,Burgos,Castilla y León,España
Villanueva de Argaño,117,09449,Burgos,Castilla y León,España
Villanueva de Carazo,24,09450,Burgos,Castilla y León,España
Villanueva de Gumiel,281,09451,Burgos,Castilla y León,España
Villanueva de Teba,43,09454,Burgos,Castilla y León,España
Villaquirán de la Puebla,45,09455,Burgos,Castilla y León,España
Villaquirán de los Infantes,154,09456,Burgos,Castilla y León,España
Villariezo,731,09458,Burgos,Castilla y León,España
Villasandino,179,09460,Burgos,Castilla y León,España
Villasur de Herreros,269,09463,Burgos,Castilla y León,España
Villatuelda,41,09464,Burgos,Castilla y León,España
Villaverde del Monte,112,09466,Burgos,Castilla y León,España
Villaverde-Mogina,68,09467,Burgos,Castilla y León,España
Villayerno Morquillas,208,09471,Burgos,Castilla y León,España
Villazopeque,51,09472,Burgos,Castilla y León,España
Villegas,83,09473,Burgos,Castilla y León,España
Villoruebo,62,09476,Burgos,Castilla y León,España
Vizcaínos,41,09478,Burgos,Castilla y León,España
Zael,117,09480,Burgos,Castilla y León,España
Zarzosa de Río Pisuerga,29,09482,Burgos,Castilla y León,España
Zazuar,198,09483,Burgos,Castilla y León,España
Zuñeda,58,09485,Burgos,Castilla y León,España
Quintanilla del Agua y Tordueles,336,09901,Burgos,Castilla y León,España
Valle de Santibáñez,482,09902,Burgos,Castilla y León,España
Villarcayo de Merindad de Castilla la Vieja,4103,09903,Burgos,Castilla y León,España
Valle de las Navas,549,09904,Burgos,Castilla y León,España
Valle de Sedano,402,09905,Burgos,Castilla y León,España
Merindad de Río Ubierna,1400,09906,Burgos,Castilla y León,España
Alfoz de Quintanadueñas,2158,09907,Burgos,Castilla y León,España
Valle de Losa,486,09908,Burgos,Castilla y León,España
Abadía,337,10001,Cáceres,Extremadura,España
Abertura,362,10002,Cáceres,Extremadura,España
Acebo,567,10003,Cáceres,Extremadura,España
Acehúche,808,10004,Cáceres,Extremadura,España
Aceituna,569,10005,Cáceres,Extremadura,España
Ahigal,1340,10006,Cáceres,Extremadura,España
Albalá,647,10007,Cáceres,Extremadura,España
Alcántara,1329,10008,Cáceres,Extremadura,España
Alcollarín,259,10009,Cáceres,Extremadura,España
Alcuéscar,2447,10010,Cáceres,Extremadura,España
Aldeacentenera,603,10011,Cáceres,Extremadura,España
Aldea del Cano,609,10012,Cáceres,Extremadura,España
La Aldea del Obispo,290,10013,Cáceres,Extremadura,España
Aldeanueva de la Vera,1966,10014,Cáceres,Extremadura,España
Aldeanueva del Camino,696,10015,Cáceres,Extremadura,España
Aldehuela de Jerte,348,10016,Cáceres,Extremadura,España
Alía,722,10017,Cáceres,Extremadura,España
Aliseda,1726,10018,Cáceres,Extremadura,España
Almaraz,1594,10019,Cáceres,Extremadura,España
Almoharín,1771,10020,Cáceres,Extremadura,España
Arroyo de la Luz,5495,10021,Cáceres,Extremadura,España
Arroyomolinos de la Vera,424,10022,Cáceres,Extremadura,España
Arroyomolinos,816,10023,Cáceres,Extremadura,España
Baños de Montemayor,738,10024,Cáceres,Extremadura,España
Barrado,383,10025,Cáceres,Extremadura,España
Belvís de Monroy,774,10026,Cáceres,Extremadura,España
Benquerencia,74,10027,Cáceres,Extremadura,España
Berrocalejo,120,10028,Cáceres,Extremadura,España
Berzocana,375,10029,Cáceres,Extremadura,España
Bohonal de Ibor,488,10030,Cáceres,Extremadura,España
Botija,184,10031,Cáceres,Extremadura,España
Brozas,1718,10032,Cáceres,Extremadura,España
Cabañas del Castillo,406,10033,Cáceres,Extremadura,España
Cabezabellosa,317,10034,Cáceres,Extremadura,España
Cabezuela del Valle,2049,10035,Cáceres,Extremadura,España
Cabrero,353,10036,Cáceres,Extremadura,España
Cáceres,96651,10037,Cáceres,Extremadura,España
Cachorrilla,83,10038,Cáceres,Extremadura,España
Cadalso,394,10039,Cáceres,Extremadura,España
Calzadilla,450,10040,Cáceres,Extremadura,España
Caminomorisco,1097,10041,Cáceres,Extremadura,España
Campillo de Deleitosa,82,10042,Cáceres,Extremadura,España
Campo Lugar,790,10043,Cáceres,Extremadura,España
Cañamero,1578,10044,Cáceres,Extremadura,España
Cañaveral,995,10045,Cáceres,Extremadura,España
Carbajo,183,10046,Cáceres,Extremadura,España
Carcaboso,1076,10047,Cáceres,Extremadura,España
Carrascalejo,223,10048,Cáceres,Extremadura,España
Casar de Cáceres,4511,10049,Cáceres,Extremadura,España
Casar de Palomero,991,10050,Cáceres,Extremadura,España
Casares de las Hurdes,362,10051,Cáceres,Extremadura,España
Casas de Don Antonio,167,10052,Cáceres,Extremadura,España
Casas de Don Gómez,342,10053,Cáceres,Extremadura,España
Casas del Castañar,583,10054,Cáceres,Extremadura,España
Casas del Monte,761,10055,Cáceres,Extremadura,España
Casas de Millán,536,10056,Cáceres,Extremadura,España
Casas de Miravete,106,10057,Cáceres,Extremadura,España
Casatejada,1393,10058,Cáceres,Extremadura,España
Casillas de Coria,354,10059,Cáceres,Extremadura,España
Castañar de Ibor,1020,10060,Cáceres,Extremadura,España
Ceclavín,1769,10061,Cáceres,Extremadura,España
Cedillo,453,10062,Cáceres,Extremadura,España
Cerezo,147,10063,Cáceres,Extremadura,España
Cilleros,1547,10064,Cáceres,Extremadura,España
Collado de la Vera,274,10065,Cáceres,Extremadura,España
Conquista de la Sierra,193,10066,Cáceres,Extremadura,España
Coria,12001,10067,Cáceres,Extremadura,España
Cuacos de Yuste,809,10068,Cáceres,Extremadura,España
La Cumbre,815,10069,Cáceres,Extremadura,España
Deleitosa,681,10070,Cáceres,Extremadura,España
Descargamaría,105,10071,Cáceres,Extremadura,España
Eljas,827,10072,Cáceres,Extremadura,España
Escurial,855,10073,Cáceres,Extremadura,España
Fresnedoso de Ibor,236,10075,Cáceres,Extremadura,España
Galisteo,849,10076,Cáceres,Extremadura,España
Garciaz,666,10077,Cáceres,Extremadura,España
La Garganta,353,10078,Cáceres,Extremadura,España
Garganta la Olla,874,10079,Cáceres,Extremadura,España
Gargantilla,346,10080,Cáceres,Extremadura,España
Gargüera,187,10081,Cáceres,Extremadura,España
Garrovillas de Alconétar,1941,10082,Cáceres,Extremadura,España
Garvín,101,10083,Cáceres,Extremadura,España
Gata,1335,10084,Cáceres,Extremadura,España
El Gordo,363,10085,Cáceres,Extremadura,España
La Granja,313,10086,Cáceres,Extremadura,España
Guadalupe,1722,10087,Cáceres,Extremadura,España
Guijo de Coria,180,10088,Cáceres,Extremadura,España
Guijo de Galisteo,1460,10089,Cáceres,Extremadura,España
Guijo de Granadilla,497,10090,Cáceres,Extremadura,España
Guijo de Santa Bárbara,386,10091,Cáceres,Extremadura,España
Herguijuela,264,10092,Cáceres,Extremadura,España
Hernán-Pérez,401,10093,Cáceres,Extremadura,España
Herrera de Alcántara,225,10094,Cáceres,Extremadura,España
Herreruela,322,10095,Cáceres,Extremadura,España
Hervás,3898,10096,Cáceres,Extremadura,España
Higuera de Albalat,102,10097,Cáceres,Extremadura,España
Hinojal,391,10098,Cáceres,Extremadura,España
Holguera,588,10099,Cáceres,Extremadura,España
Hoyos,848,10100,Cáceres,Extremadura,España
Huélaga,203,10101,Cáceres,Extremadura,España
Ibahernando,538,10102,Cáceres,Extremadura,España
Jaraicejo,418,10103,Cáceres,Extremadura,España
Jaraíz de la Vera,6831,10104,Cáceres,Extremadura,España
Jarandilla de la Vera,2894,10105,Cáceres,Extremadura,España
Jarilla,127,10106,Cáceres,Extremadura,España
Jerte,1189,10107,Cáceres,Extremadura,España
Ladrillar,177,10108,Cáceres,Extremadura,España
Logrosán,1852,10109,Cáceres,Extremadura,España
Losar de la Vera,2799,10110,Cáceres,Extremadura,España
Madrigal de la Vera,1536,10111,Cáceres,Extremadura,España
Madrigalejo,1710,10112,Cáceres,Extremadura,España
Madroñera,2349,10113,Cáceres,Extremadura,España
Majadas,1281,10114,Cáceres,Extremadura,España
Malpartida de Cáceres,4027,10115,Cáceres,Extremadura,España
Malpartida de Plasencia,4666,10116,Cáceres,Extremadura,España
Marchagaz,231,10117,Cáceres,Extremadura,España
Mata de Alcántara,300,10118,Cáceres,Extremadura,España
Membrío,587,10119,Cáceres,Extremadura,España
Mesas de Ibor,146,10120,Cáceres,Extremadura,España
Miajadas,9396,10121,Cáceres,Extremadura,España
Millanes,239,10122,Cáceres,Extremadura,España
Mirabel,620,10123,Cáceres,Extremadura,España
Mohedas de Granadilla,817,10124,Cáceres,Extremadura,España
Monroy,909,10125,Cáceres,Extremadura,España
Montánchez,1597,10126,Cáceres,Extremadura,España
Montehermoso,5552,10127,Cáceres,Extremadura,España
Moraleja,6562,10128,Cáceres,Extremadura,España
Morcillo,378,10129,Cáceres,Extremadura,España
Navaconcejo,2037,10130,Cáceres,Extremadura,España
Navalmoral de la Mata,17352,10131,Cáceres,Extremadura,España
Navalvillar de Ibor,374,10132,Cáceres,Extremadura,España
Navas del Madroño,1254,10133,Cáceres,Extremadura,España
Navezuelas,668,10134,Cáceres,Extremadura,España
Nuñomoral,1196,10135,Cáceres,Extremadura,España
Oliva de Plasencia,290,10136,Cáceres,Extremadura,España
Palomero,450,10137,Cáceres,Extremadura,España
Pasarón de la Vera,588,10138,Cáceres,Extremadura,España
Pedroso de Acim,90,10139,Cáceres,Extremadura,España
Peraleda de la Mata,1444,10140,Cáceres,Extremadura,España
Peraleda de San Román,268,10141,Cáceres,Extremadura,España
Perales del Puerto,874,10142,Cáceres,Extremadura,España
Pescueza,150,10143,Cáceres,Extremadura,España
La Pesga,950,10144,Cáceres,Extremadura,España
Piedras Albas,125,10145,Cáceres,Extremadura,España
Pinofranqueado,1783,10146,Cáceres,Extremadura,España
Piornal,1443,10147,Cáceres,Extremadura,España
Plasencia,40132,10148,Cáceres,Extremadura,España
Plasenzuela,536,10149,Cáceres,Extremadura,España
Portaje,379,10150,Cáceres,Extremadura,España
Portezuelo,196,10151,Cáceres,Extremadura,España
Pozuelo de Zarzón,430,10152,Cáceres,Extremadura,España
Puerto de Santa Cruz,268,10153,Cáceres,Extremadura,España
Rebollar,203,10154,Cáceres,Extremadura,España
Riolobos,1173,10155,Cáceres,Extremadura,España
Robledillo de Gata,91,10156,Cáceres,Extremadura,España
Robledillo de la Vera,252,10157,Cáceres,Extremadura,España
Robledillo de Trujillo,394,10158,Cáceres,Extremadura,España
Robledollano,325,10159,Cáceres,Extremadura,España
Romangordo,240,10160,Cáceres,Extremadura,España
Ruanes,82,10161,Cáceres,Extremadura,España
Salorino,522,10162,Cáceres,Extremadura,España
Salvatierra de Santiago,229,10163,Cáceres,Extremadura,España
San Martín de Trevejo,693,10164,Cáceres,Extremadura,España
Santa Ana,302,10165,Cáceres,Extremadura,España
Santa Cruz de la Sierra,317,10166,Cáceres,Extremadura,España
Santa Cruz de Paniagua,286,10167,Cáceres,Extremadura,España
Santa Marta de Magasca,291,10168,Cáceres,Extremadura,España
Santiago de Alcántara,454,10169,Cáceres,Extremadura,España
Santiago del Campo,250,10170,Cáceres,Extremadura,España
Santibáñez el Alto,386,10171,Cáceres,Extremadura,España
Santibáñez el Bajo,711,10172,Cáceres,Extremadura,España
Saucedilla,1002,10173,Cáceres,Extremadura,España
Segura de Toro,190,10174,Cáceres,Extremadura,España
Serradilla,1448,10175,Cáceres,Extremadura,España
Serrejón,410,10176,Cáceres,Extremadura,España
Sierra de Fuentes,2081,10177,Cáceres,Extremadura,España
Talaván,775,10178,Cáceres,Extremadura,España
Talaveruela de la Vera,303,10179,Cáceres,Extremadura,España
Talayuela,7439,10180,Cáceres,Extremadura,España
Tejeda de Tiétar,761,10181,Cáceres,Extremadura,España
Toril,157,10182,Cáceres,Extremadura,España
Tornavacas,989,10183,Cáceres,Extremadura,España
El Torno,805,10184,Cáceres,Extremadura,España
Torrecilla de los Ángeles,642,10185,Cáceres,Extremadura,España
Torrecillas de la Tiesa,1038,10186,Cáceres,Extremadura,España
Torre de Don Miguel,481,10187,Cáceres,Extremadura,España
Torre de Santa María,508,10188,Cáceres,Extremadura,España
Torrejoncillo,2743,10189,Cáceres,Extremadura,España
Torrejón el Rubio,537,10190,Cáceres,Extremadura,España
Torremenga,620,10191,Cáceres,Extremadura,España
Torremocha,742,10192,Cáceres,Extremadura,España
Torreorgaz,1641,10193,Cáceres,Extremadura,España
Torrequemada,564,10194,Cáceres,Extremadura,España
Trujillo,8611,10195,Cáceres,Extremadura,España
Valdastillas,332,10196,Cáceres,Extremadura,España
Valdecañas de Tajo,96,10197,Cáceres,Extremadura,España
Valdefuentes,1074,10198,Cáceres,Extremadura,España
Valdehúncar,188,10199,Cáceres,Extremadura,España
Valdelacasa de Tajo,338,10200,Cáceres,Extremadura,España
Valdemorales,218,10201,Cáceres,Extremadura,España
Valdeobispo,617,10202,Cáceres,Extremadura,España
Valencia de Alcántara,5150,10203,Cáceres,Extremadura,España
Valverde de la Vera,428,10204,Cáceres,Extremadura,España
Valverde del Fresno,2143,10205,Cáceres,Extremadura,España
Viandar de la Vera,216,10206,Cáceres,Extremadura,España
Villa del Campo,435,10207,Cáceres,Extremadura,España
Villa del Rey,118,10208,Cáceres,Extremadura,España
Villamesías,271,10209,Cáceres,Extremadura,España
Villamiel,379,10210,Cáceres,Extremadura,España
Villanueva de la Sierra,478,10211,Cáceres,Extremadura,España
Villanueva de la Vera,2108,10212,Cáceres,Extremadura,España
Villar del Pedroso,547,10213,Cáceres,Extremadura,España
Villar de Plasencia,224,10214,Cáceres,Extremadura,España
Villasbuenas de Gata,481,10215,Cáceres,Extremadura,España
Zarza de Granadilla,1815,10216,Cáceres,Extremadura,España
Zarza de Montánchez,504,10217,Cáceres,Extremadura,España
Zarza la Mayor,1096,10218,Cáceres,Extremadura,España
Zorita,1223,10219,Cáceres,Extremadura,España
Rosalejo,1268,10901,Cáceres,Extremadura,España
Vegaviana,837,10902,Cáceres,Extremadura,España
Alagón del Río,919,10903,Cáceres,Extremadura,España
Tiétar,835,10904,Cáceres,Extremadura,España
Pueblonuevo de Miramontes,762,10905,Cáceres,Extremadura,España
Alcalá de los Gazules,5230,11001,Cádiz,Andalucía,España
Alcalá del Valle,4864,11002,Cádiz,Andalucía,España
Algar,1452,11003,Cádiz,Andalucía,España
Algeciras,126589,11004,Cádiz,Andalucía,España
Algodonales,5425,11005,Cádiz,Andalucía,España
Arcos de la Frontera,31267,11006,Cádiz,Andalucía,España
Barbate,22635,11007,Cádiz,Andalucía,España
Los Barrios,24449,11008,Cádiz,Andalucía,España
Benaocaz,742,11009,Cádiz,Andalucía,España
Bornos,7510,11010,Cádiz,Andalucía,España
El Bosque,2242,11011,Cádiz,Andalucía,España
Cádiz,109950,11012,Cádiz,Andalucía,España
Castellar de la Frontera,2984,11013,Cádiz,Andalucía,España
Conil de la Frontera,24102,11014,Cádiz,Andalucía,España
Chiclana de la Frontera,90864,11015,Cádiz,Andalucía,España
Chipiona,20076,11016,Cádiz,Andalucía,España
Espera,3755,11017,Cádiz,Andalucía,España
El Gastor,1675,11018,Cádiz,Andalucía,España
Grazalema,1977,11019,Cádiz,Andalucía,España
Jerez de la Frontera,213634,11020,Cádiz,Andalucía,España
Jimena de la Frontera,6719,11021,Cádiz,Andalucía,España
La Línea de la Concepción,64499,11022,Cádiz,Andalucía,España
Medina Sidonia,11838,11023,Cádiz,Andalucía,España
Olvera,7842,11024,Cádiz,Andalucía,España
Paterna de Rivera,5539,11025,Cádiz,Andalucía,España
Prado del Rey,5692,11026,Cádiz,Andalucía,España
El Puerto de Santa María,89983,11027,Cádiz,Andalucía,España
Puerto Real,42527,11028,Cádiz,Andalucía,España
Puerto Serrano,6877,11029,Cádiz,Andalucía,España
Rota,29289,11030,Cádiz,Andalucía,España
San Fernando,93338,11031,Cádiz,Andalucía,España
Sanlúcar de Barrameda,70012,11032,Cádiz,Andalucía,España
San Roque,34310,11033,Cádiz,Andalucía,España
Setenil de las Bodegas,2634,11034,Cádiz,Andalucía,España
Tarifa,18613,11035,Cádiz,Andalucía,España
Torre Alháquime,781,11036,Cádiz,Andalucía,España
Trebujena,6999,11037,Cádiz,Andalucía,España
Ubrique,16615,11038,Cádiz,Andalucía,España
Vejer de la Frontera,13131,11039,Cádiz,Andalucía,España
Villaluenga del Rosario,463,11040,Cádiz,Andalucía,España
Villamartín,12184,11041,Cádiz,Andalucía,España
Zahara,1344,11042,Cádiz,Andalucía,España
Benalup-Casas Viejas,7236,11901,Cádiz,Andalucía,España
San José del Valle,4419,11902,Cádiz,Andalucía,España
San Martín del Tesorillo,2735,11903,Cádiz,Andalucía,España
Atzeneta del Maestrat,1284,12001,Castellón,Comunidad Valenciana,España
Aín,133,12002,Castellón,Comunidad Valenciana,España
Albocàsser,1370,12003,Castellón,Comunidad Valenciana,España
Alcalà de Xivert,7349,12004,Castellón,Comunidad Valenciana,España
l' Alcora,10664,12005,Castellón,Comunidad Valenciana,España
Alcudia de Veo,200,12006,Castellón,Comunidad Valenciana,España
Alfondeguilla,881,12007,Castellón,Comunidad Valenciana,España
Algimia de Almonacid,254,12008,Castellón,Comunidad Valenciana,España
Almassora,29159,12009,Castellón,Comunidad Valenciana,España
Almedíjar,288,12010,Castellón,Comunidad Valenciana,España
Almenara,6813,12011,Castellón,Comunidad Valenciana,España
Altura,3849,12012,Castellón,Comunidad Valenciana,España
Arañuel,148,12013,Castellón,Comunidad Valenciana,España
Ares del Maestrat,181,12014,Castellón,Comunidad Valenciana,España
Argelita,139,12015,Castellón,Comunidad Valenciana,España
Artana,1993,12016,Castellón,Comunidad Valenciana,España
Ayódar,176,12017,Castellón,Comunidad Valenciana,España
Azuébar,359,12018,Castellón,Comunidad Valenciana,España
Barracas,188,12020,Castellón,Comunidad Valenciana,España
Betxí,5659,12021,Castellón,Comunidad Valenciana,España
Bejís,400,12022,Castellón,Comunidad Valenciana,España
Benafer,168,12024,Castellón,Comunidad Valenciana,España
Benafigos,121,12025,Castellón,Comunidad Valenciana,España
Benassal,1048,12026,Castellón,Comunidad Valenciana,España
Benicarló,30296,12027,Castellón,Comunidad Valenciana,España
Benicàssim,20539,12028,Castellón,Comunidad Valenciana,España
Benlloc,1143,12029,Castellón,Comunidad Valenciana,España
Borriol,6018,12031,Castellón,Comunidad Valenciana,España
Borriana,37915,12032,Castellón,Comunidad Valenciana,España
Cabanes,3475,12033,Castellón,Comunidad Valenciana,España
Càlig,2042,12034,Castellón,Comunidad Valenciana,España
Canet lo Roig,715,12036,Castellón,Comunidad Valenciana,España
Castell de Cabres,21,12037,Castellón,Comunidad Valenciana,España
Castellfort,178,12038,Castellón,Comunidad Valenciana,España
Castellnovo,912,12039,Castellón,Comunidad Valenciana,España
Castelló de la Plana,183711,12040,Castellón,Comunidad Valenciana,España
Castillo de Villamalefa,110,12041,Castellón,Comunidad Valenciana,España
Catí,719,12042,Castellón,Comunidad Valenciana,España
Caudiel,735,12043,Castellón,Comunidad Valenciana,España
Cervera del Maestre,617,12044,Castellón,Comunidad Valenciana,España
Cinctorres,433,12045,Castellón,Comunidad Valenciana,España
Cirat,220,12046,Castellón,Comunidad Valenciana,España
Cortes de Arenoso,308,12048,Castellón,Comunidad Valenciana,España
Costur,511,12049,Castellón,Comunidad Valenciana,España
les Coves de Vinromà,1888,12050,Castellón,Comunidad Valenciana,España
Culla,503,12051,Castellón,Comunidad Valenciana,España
Xert,702,12052,Castellón,Comunidad Valenciana,España
Chilches,3199,12053,Castellón,Comunidad Valenciana,España
Xodos,107,12055,Castellón,Comunidad Valenciana,España
Chóvar,316,12056,Castellón,Comunidad Valenciana,España
Eslida,815,12057,Castellón,Comunidad Valenciana,España
Espadilla,101,12058,Castellón,Comunidad Valenciana,España
Fanzara,295,12059,Castellón,Comunidad Valenciana,España
Figueroles,525,12060,Castellón,Comunidad Valenciana,España
Forcall,475,12061,Castellón,Comunidad Valenciana,España
Fuente la Reina,55,12063,Castellón,Comunidad Valenciana,España
Fuentes de Ayódar,98,12064,Castellón,Comunidad Valenciana,España
Gaibiel,200,12065,Castellón,Comunidad Valenciana,España
Geldo,665,12067,Castellón,Comunidad Valenciana,España
Herbers,68,12068,Castellón,Comunidad Valenciana,España
Higueras,54,12069,Castellón,Comunidad Valenciana,España
la Jana,679,12070,Castellón,Comunidad Valenciana,España
Jérica,1764,12071,Castellón,Comunidad Valenciana,España
Llucena,1421,12072,Castellón,Comunidad Valenciana,España
Ludiente,162,12073,Castellón,Comunidad Valenciana,España
la Llosa,1033,12074,Castellón,Comunidad Valenciana,España
la Mata de Morella,196,12075,Castellón,Comunidad Valenciana,España
Matet,94,12076,Castellón,Comunidad Valenciana,España
Moncofa,8339,12077,Castellón,Comunidad Valenciana,España
Montán,429,12078,Castellón,Comunidad Valenciana,España
Montanejos,649,12079,Castellón,Comunidad Valenciana,España
Morella,2501,12080,Castellón,Comunidad Valenciana,España
Navajas,906,12081,Castellón,Comunidad Valenciana,España
Nules,14315,12082,Castellón,Comunidad Valenciana,España
Olocau del Rey,135,12083,Castellón,Comunidad Valenciana,España
Onda,26190,12084,Castellón,Comunidad Valenciana,España
Orpesa,12640,12085,Castellón,Comunidad Valenciana,España
Palanques,34,12087,Castellón,Comunidad Valenciana,España
Pavías,72,12088,Castellón,Comunidad Valenciana,España
Peníscola,8774,12089,Castellón,Comunidad Valenciana,España
Pina de Montalgrao,121,12090,Castellón,Comunidad Valenciana,España
Portell de Morella,155,12091,Castellón,Comunidad Valenciana,España
Puebla de Arenoso,169,12092,Castellón,Comunidad Valenciana,España
la Pobla de Benifassà,229,12093,Castellón,Comunidad Valenciana,España
la Pobla Tornesa,1322,12094,Castellón,Comunidad Valenciana,España
Ribesalbes,1191,12095,Castellón,Comunidad Valenciana,España
Rossell,910,12096,Castellón,Comunidad Valenciana,España
Sacañet,67,12097,Castellón,Comunidad Valenciana,España
la Salzadella,671,12098,Castellón,Comunidad Valenciana,España
Sant Jordi,1554,12099,Castellón,Comunidad Valenciana,España
Sant Mateu,2021,12100,Castellón,Comunidad Valenciana,España
San Rafael del Río,532,12101,Castellón,Comunidad Valenciana,España
Santa Magdalena de Pulpis,771,12102,Castellón,Comunidad Valenciana,España
la Serratella,113,12103,Castellón,Comunidad Valenciana,España
Segorbe,9805,12104,Castellón,Comunidad Valenciana,España
Sierra Engarcerán,1039,12105,Castellón,Comunidad Valenciana,España
Soneja,1521,12106,Castellón,Comunidad Valenciana,España
Sot de Ferrer,492,12107,Castellón,Comunidad Valenciana,España
Suera,593,12108,Castellón,Comunidad Valenciana,España
Tales,827,12109,Castellón,Comunidad Valenciana,España
Teresa,254,12110,Castellón,Comunidad Valenciana,España
Tírig,417,12111,Castellón,Comunidad Valenciana,España
Todolella,136,12112,Castellón,Comunidad Valenciana,España
Toga,106,12113,Castellón,Comunidad Valenciana,España
Torás,271,12114,Castellón,Comunidad Valenciana,España
El Toro,256,12115,Castellón,Comunidad Valenciana,España
Torralba del Pinar,57,12116,Castellón,Comunidad Valenciana,España
Torreblanca,5744,12117,Castellón,Comunidad Valenciana,España
Torrechiva,106,12118,Castellón,Comunidad Valenciana,España
la Torre d'en Besora,164,12119,Castellón,Comunidad Valenciana,España
la Torre d'en Doménec,177,12120,Castellón,Comunidad Valenciana,España
Traiguera,1302,12121,Castellón,Comunidad Valenciana,España
les,954,12122,Castellón,Comunidad Valenciana,España
Vallat,66,12123,Castellón,Comunidad Valenciana,España
Vall d'Alba,3218,12124,Castellón,Comunidad Valenciana,España
Vall de Almonacid,284,12125,Castellón,Comunidad Valenciana,España
la Vall d'Uixó,32242,12126,Castellón,Comunidad Valenciana,España
Vallibona,63,12127,Castellón,Comunidad Valenciana,España
Vilafamés,1962,12128,Castellón,Comunidad Valenciana,España
Vilafranca,2115,12129,Castellón,Comunidad Valenciana,España
Villahermosa del Río,473,12130,Castellón,Comunidad Valenciana,España
Villamalur,99,12131,Castellón,Comunidad Valenciana,España
Vilanova d'Alcolea,584,12132,Castellón,Comunidad Valenciana,España
Villanueva de Viver,94,12133,Castellón,Comunidad Valenciana,España
Vilar de Canes,156,12134,Castellón,Comunidad Valenciana,España
Vila-real,53623,12135,Castellón,Comunidad Valenciana,España
la Vilavella,3054,12136,Castellón,Comunidad Valenciana,España
Villores,51,12137,Castellón,Comunidad Valenciana,España
Vinaròs,30529,12138,Castellón,Comunidad Valenciana,España
Vistabella del Maestrat,354,12139,Castellón,Comunidad Valenciana,España
Viver,1729,12140,Castellón,Comunidad Valenciana,España
Zorita del Maestrazgo,118,12141,Castellón,Comunidad Valenciana,España
Zucaina,171,12142,Castellón,Comunidad Valenciana,España
les,4605,12901,Castellón,Comunidad Valenciana,España
Sant Joan de Moró,3695,12902,Castellón,Comunidad Valenciana,España
Abenójar,1309,13001,Ciudad Real,Castilla-La Mancha,España
Agudo,1605,13002,Ciudad Real,Castilla-La Mancha,España
Alamillo,450,13003,Ciudad Real,Castilla-La Mancha,España
Albaladejo,984,13004,Ciudad Real,Castilla-La Mancha,España
Alcázar de San Juan,31914,13005,Ciudad Real,Castilla-La Mancha,España
Alcoba,558,13006,Ciudad Real,Castilla-La Mancha,España
Alcolea de Calatrava,1360,13007,Ciudad Real,Castilla-La Mancha,España
Alcubillas,417,13008,Ciudad Real,Castilla-La Mancha,España
Aldea del Rey,1565,13009,Ciudad Real,Castilla-La Mancha,España
Alhambra,946,13010,Ciudad Real,Castilla-La Mancha,España
Almadén,4855,13011,Ciudad Real,Castilla-La Mancha,España
Almadenejos,384,13012,Ciudad Real,Castilla-La Mancha,España
Almagro,9190,13013,Ciudad Real,Castilla-La Mancha,España
Almedina,475,13014,Ciudad Real,Castilla-La Mancha,España
Almodóvar del Campo,5637,13015,Ciudad Real,Castilla-La Mancha,España
Almuradiel,744,13016,Ciudad Real,Castilla-La Mancha,España
Anchuras,267,13017,Ciudad Real,Castilla-La Mancha,España
Arenas de San Juan,1013,13018,Ciudad Real,Castilla-La Mancha,España
Argamasilla de Alba,6777,13019,Ciudad Real,Castilla-La Mancha,España
Argamasilla de Calatrava,5847,13020,Ciudad Real,Castilla-La Mancha,España
Arroba de los Montes,388,13021,Ciudad Real,Castilla-La Mancha,España
Ballesteros de Calatrava,363,13022,Ciudad Real,Castilla-La Mancha,España
Bolaños de Calatrava,12153,13023,Ciudad Real,Castilla-La Mancha,España
Brazatortas,1007,13024,Ciudad Real,Castilla-La Mancha,España
Cabezarados,279,13025,Ciudad Real,Castilla-La Mancha,España
Cabezarrubias del Puerto,483,13026,Ciudad Real,Castilla-La Mancha,España
Calzada de Calatrava,3668,13027,Ciudad Real,Castilla-La Mancha,España
Campo de Criptana,12868,13028,Ciudad Real,Castilla-La Mancha,España
Cañada de Calatrava,99,13029,Ciudad Real,Castilla-La Mancha,España
Caracuel de Calatrava,140,13030,Ciudad Real,Castilla-La Mancha,España
Carrión de Calatrava,3239,13031,Ciudad Real,Castilla-La Mancha,España
Carrizosa,1097,13032,Ciudad Real,Castilla-La Mancha,España
Castellar de Santiago,1714,13033,Ciudad Real,Castilla-La Mancha,España
Ciudad Real,76217,13034,Ciudad Real,Castilla-La Mancha,España
Corral de Calatrava,1154,13035,Ciudad Real,Castilla-La Mancha,España
Los Cortijos,848,13036,Ciudad Real,Castilla-La Mancha,España
Cózar,903,13037,Ciudad Real,Castilla-La Mancha,España
Chillón,1752,13038,Ciudad Real,Castilla-La Mancha,España
Daimiel,17722,13039,Ciudad Real,Castilla-La Mancha,España
